name,year,latitude,longitude,city,region,zipCode,cuisine,price,url,start
Liao Fan Hong Kong Soya Sauce Chicken Rice & Noodle,2018,1.28248,103.8439,Singapore,Singapore,1500,Street Food,1200,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/liao-fan-hong-kong-soya-sauce-chicken-rice-noodle,1
Burnt Ends,2018,1.280501,103.8418,Singapore,Singapore,1500,Barbecue,1400,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/burnt-ends,1
Rhubarb,2018,1.279368,103.843,Singapore,Singapore,1500,French contemporary,1200,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/rhubarb,1
Meta,2018,1.279372,103.8415,Singapore,Singapore,1500,Innovative,1400,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/meta,1
Ma Cuisine,2018,1.27826,103.842,Singapore,Singapore,1500,French,1200,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/ma-cuisine,1
Candlenut,2018,1.2797709,103.8402,Singapore,Singapore,1500,Peranakan,1200,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/candlenut,1
Bhoga,2019,57.70618,11.9624,Göteborg,Sweden,411 14,Creative,1600,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/bhoga,1
Koka,2019,57.698406,11.965365,Göteborg,Sweden,411 25,Modern cuisine,1600,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/koka,1
28+,2019,57.69809,11.97377,Göteborg,Sweden,411 34,Modern cuisine,1600,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/28,1
SK Mat & Människor,2019,57.69688,11.98338,Göteborg,Sweden,412 55,Modern cuisine,1600,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/sk-mat-manniskor,1
Thörnströms Kök,2019,57.69437,11.977609,Göteborg,Sweden,411 32,Classic cuisine,1600,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/thornstroms-kok,1
Upper House,2019,57.69745,11.99021,Göteborg,Sweden,402 26,Creative,1800,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/upper-house,1
Agrikultur,2019,59.34777,18.05863,Stockholm,Sweden,113 54,Modern cuisine,1800,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/agrikultur,1
Sushi Sho,2019,59.341286,18.049892,Stockholm,Sweden,113 28,Japanese,1600,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/sushi-sho,1
Volt,2019,59.33867,18.079683,Stockholm,Sweden,114 48,Creative,1600,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/volt,1
Ekstedt,2019,59.33674,18.07521,Stockholm,Sweden,11446,Meats and grills,1600,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/ekstedt,1
Operakällaren,2019,59.329876,18.071363,Stockholm,Sweden,111 86,Classic cuisine,1800,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/operakallaren,1
Mathias Dahlgren-Matbaren,2019,59.32935,18.07543,Stockholm,Sweden,103 27,Modern cuisine,1400,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/mathias-dahlgren-matbaren,1
Aloë,2019,59.2842,17.985748,Stockholm,Sweden,125 33,Creative,1800,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/aloe,1
PM & Vänner,2019,56.87892,14.80387,Växjö,Sweden,352 31,Creative,1600,https://guide.michelin.com/se/en/kronoberg/vaxjo/restaurant/pm-vanner,1
Bloom in the Park,2019,55.59064,12.99794,Malmö,Sweden,214 66,Creative,1400,https://guide.michelin.com/se/en/skane/malmo/restaurant/bloom-in-the-park,1
SAV,2019,55.53376,13.00537,Malmö,Sweden,21875,Creative,1600,https://guide.michelin.com/se/en/skane/malmo/restaurant/sav,1
Golden Formosa,2019,25.118216,121.53623,Taipei,Taipei,110,Taiwanese,1400,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/golden-formosa,1
Danny's Steakhouse,2019,25.082657,121.552765,Taipei,Taipei,110,Steakhouse,1400,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/danny-s-steakhouse,1
L'Atelier de Joël Robuchon,2019,25.039188,121.56771,Taipei,Taipei,110,French contemporary,1600,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/l-atelier-de-joel-robuchon550759,1
Kitcho,2019,25.04429,121.55076,Taipei,Taipei,110,Sushi,1800,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/kitcho,1
Tien Hsiang Lo,2019,25.062696,121.529976,Taipei,Taipei,110,Hang Zhou,1400,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tien-hsiang-lo,1
Ya Ge,2019,25.06625,121.52533,Taipei,Taipei,110,Cantonese,1400,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ya-ge,1
Da-Wan,2019,25.043018,121.55019,Taipei,Taipei,110,Barbecue,1600,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-wan,1
Sushi Nomura,2019,25.03618,121.55465,Taipei,Taipei,110,Sushi,1600,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-nomura,1
logy,2019,25.03561,121.55323,Taipei,Taipei,110,Asian contemporary,1800,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/logy,1
Ming Fu,2019,25.06171,121.52399,Taipei,Taipei,110,Taiwanese,1600,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ming-fu,1
Ken An Ho,2019,25.034622,121.55281,Taipei,Taipei,110,Japanese,1800,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ken-an-ho,1
Sushi Ryu,2019,25.055832,121.52724,Taipei,Taipei,110,Sushi,1800,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-ryu,1
MUME,2019,25.036266,121.54809,Taipei,Taipei,110,European contemporary,1600,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mume,1
Impromptu by Paul Lee,2019,25.05429,121.524254,Taipei,Taipei,110,Innovative,1600,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/impromptu-by-paul-lee,1
Longtail,2019,25.023922,121.54841,Taipei,Taipei,110,Innovative,1400,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/longtail,1
Mountain and Sea House,2019,25.038046,121.531395,Taipei,Taipei,110,Taiwanese,1400,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mountain-and-sea-house,1
Da San Yuan,2019,25.042248,121.512215,Taipei,Taipei,110,Cantonese,1200,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-san-yuan,1
Tainan Tan Tsu Mien Seafood,2019,25.03799,121.4984,Taipei,Taipei,110,Seafood,1400,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood,1
Suan Thip,2019,13.926962,100.502144,Bangkok,Thailand,1500,Thai,1200,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suan-thip,1
Upstairs at Mikkeller,2019,13.727946,100.58844,Bangkok,Thailand,1500,Innovative,2000,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/upstairs-at-mikkeller,1
Chim by Siam Wisdom,2019,13.740706,100.56789,Bangkok,Thailand,1500,Thai,1600,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/chim-by-siam-wisdom,1
R-Haan,2019,13.731805,100.57972,Bangkok,Thailand,1500,Thai,1800,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/r-haan,1
Canvas,2019,13.728886,100.580826,Bangkok,Thailand,1500,Innovative,1800,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/canvas566292,1
Bo.lan,2019,13.726389,100.57799,Bangkok,Thailand,1500,Thai,2000,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/bo-lan,1
Sra Bua by Kiin Kiin,2019,13.754137,100.53451,Bangkok,Thailand,1500,Thai Contemporary,1600,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sra-bua-by-kiin-kiin,1
Elements,2019,13.742978,100.54798,Bangkok,Thailand,1500,French contemporary,1800,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/elements,1
Paste,2019,13.744594,100.540565,Bangkok,Thailand,1500,Thai,1600,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/paste,1
Ginza Sushi ichi,2019,13.744069,100.54092,Bangkok,Thailand,1500,Sushi,1800,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi,1
Sorn,2019,13.723242,100.56848,Bangkok,Thailand,1500,Southern Thai,2000,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sorn,1
Savelberg,2019,13.738216,100.54642,Bangkok,Thailand,1500,French contemporary,1600,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/savelberg,1
Saneh Jaan,2019,13.735739,100.54605,Bangkok,Thailand,1500,Thai,1400,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saneh-jaan,1
Gaa,2019,13.737806,100.54275,Bangkok,Thailand,1500,Innovative,1800,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaa,1
Methavalai Sorndaeng,2019,13.756321,100.502045,Bangkok,Thailand,1500,Thai,1400,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/methavalai-sorndaeng,1
Jay Fai,2019,13.752614,100.50466,Bangkok,Thailand,1500,Street Food,1400,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/jay-fai,1
Nahm,2019,13.724357,100.53926,Bangkok,Thailand,1500,Thai,1600,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/nahm,1
J'AIME by Jean-Michel Lorain,2019,13.718885,100.546326,Bangkok,Thailand,1500,French contemporary,1600,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/j-aime-by-jean-michel-lorain,1
Saawaan,2019,13.721809,100.53741,Bangkok,Thailand,1500,Thai Contemporary,1800,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saawaan,1
Le Du,2019,13.725005,100.52939,Bangkok,Thailand,1500,Thai,1800,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-du,1
Ruean Panya,2019,13.558403,100.28264,Bangkok,Thailand,1500,Thai,1400,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ruean-panya,1
PRU,2019,8.034298,98.2764,Phuket,Thailand,1500,Innovative,2000,https://guide.michelin.com/th/en/phuket-region/phuket/restaurant/pru,1
Blue Duck Tavern,2019,38.905373,-77.05128,"Washington, D.C.",Washington DC,20037,American,1600,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/blue-duck-tavern,1
Tail Up Goat,2019,38.9235,-77.043274,"Washington, D.C.",Washington DC,20009,Contemporary,1400,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat,1
Komi,2019,38.910107,-77.03836,"Washington, D.C.",Washington DC,20036,Mediterranean,1800,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/komi,1
Sushi Taro,2019,38.909992,-77.03834,"Washington, D.C.",Washington DC,20036,Japanese,1800,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro,1
Plume,2019,38.906,-77.03671,"Washington, D.C.",Washington DC,20036,European,1800,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/plume,1
Siren by RW,2019,38.907776,-77.035446,"Washington, D.C.",Washington DC,20005,Seafood,1600,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/siren-by-rw,1
Bresca,2019,38.91584,-77.0321,"Washington, D.C.",Washington DC,20000,Contemporary,1400,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/bresca,1
The Dabney,2019,38.906292,-77.024666,"Washington, D.C.",Washington DC,20001,American,1400,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney,1
Métier,2019,38.903503,-77.0218,"Washington, D.C.",Washington DC,20001,Contemporary,1800,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/metier,1
Kinship,2019,38.903282,-77.0218,"Washington, D.C.",Washington DC,20001,Contemporary,1600,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/kinship,1
Fiola,2019,38.89416,-77.02032,"Washington, D.C.",Washington DC,20004,Italian,1800,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/fiola,1
Masseria,2019,38.909504,-76.99908,"Washington, D.C.",Washington DC,20002,Italian,1600,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/masseria,1
Rose's Luxury,2019,38.88064,-76.99515,"Washington, D.C.",Washington DC,20003,Contemporary,1400,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/rose-s-luxury,1
Loch Bay,2019,57.51487,-6.57114,Waternish,United Kingdom,IV55 8GA,Modern cuisine,1500,https://guide.michelin.com/gb/en/highland/waternish/restaurant/loch-bay,1
Braidwoods,2019,55.69474,-4.7425,Dalry,United Kingdom,KA24 4LN,Classic cuisine,1500,https://guide.michelin.com/gb/en/north-ayrshire/dalry/restaurant/braidwoods,1
Eipic,2019,54.595898,-5.9322424,Belfast,United Kingdom,BT1 6PF,Modern cuisine,1500,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/eipic,1
OX,2019,54.59891,-5.92198,Belfast,United Kingdom,BT1 3LA,Modern British,1500,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/ox399109,1
The Peat Inn,2019,56.27861,-2.8845797,Peat Inn,United Kingdom,KY15 5LH,Classic cuisine,1500,https://guide.michelin.com/gb/en/fife/peat-inn/restaurant/the-peat-inn,1
Kitchin,2019,55.976967,-3.172842,Leith,United Kingdom,EH6 6LX,Modern cuisine,1500,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/kitchin,1
Martin Wishart,2019,55.97552,-3.17019,Leith,United Kingdom,EH6 6RA,Modern cuisine,1500,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/martin-wishart,1
Number One,2019,55.95298,-3.18966,Edinburgh,United Kingdom,EH2 2EQ,Modern cuisine,1500,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/number-one,1
21212,2019,55.95674,-3.18018,Edinburgh,United Kingdom,EH7 5AB,Creative,1500,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/21212,1
The Cellar,2019,56.222126,-2.696321,Anstruther,United Kingdom,KY10 3AA,Modern cuisine,1500,https://guide.michelin.com/gb/en/fife/anstruther/restaurant/the-cellar,1
Forest Side,2019,54.46396,-3.0157998,Grasmere,United Kingdom,LA22 9RN,Modern British,1500,https://guide.michelin.com/gb/en/cumbria/grasmere/restaurant/forest-side,1
HRiSHi,2019,54.35013,-2.91172,Bowness-on-Windermere,United Kingdom,LA23 3NE,Modern cuisine,1500,https://guide.michelin.com/gb/en/cumbria/bowness-on-windermere/restaurant/hrishi,1
Rogan & Co,2019,54.20074,-2.95464,Cartmel,United Kingdom,LA11 6QD,Creative British,1500,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/rogan-co,1
House of Tides,2019,54.96758,-1.61127,Newcastle upon Tyne,United Kingdom,NE1 3RF,Modern cuisine,1500,https://guide.michelin.com/gb/en/tyne-and-wear/newcastle-upon-tyne/restaurant/house-of-tides,1
Sosban & The Old Butchers,2019,53.225925,-4.163006,Menai Bridge/Porthaethwy,United Kingdom,LL59 5EE,Modern cuisine,1500,https://guide.michelin.com/gb/en/isle-of-anglesey/menai-bridge-porthaethwy/restaurant/sosban-the-old-butchers,1
Northcote,2019,53.80933,-2.4476,Langho,United Kingdom,BB6 8BE,Modern British,1500,https://guide.michelin.com/gb/en/lancashire/langho/restaurant/northcote,1
Yorke Arms,2019,54.13435,-1.8183095,Pateley Bridge,United Kingdom,HG3 5RL,Modern cuisine,1500,https://guide.michelin.com/gb/en/north-yorkshire/pateley-bridge/restaurant/yorke-arms,1
Fraiche,2019,53.38183,-3.04307,Birkenhead,United Kingdom,CH43 5SG,Creative,1500,https://guide.michelin.com/gb/en/merseyside/birkenhead/restaurant/fraiche,1
White Swan,2019,53.83916,-2.25097,Fence,United Kingdom,BB12 9QA,Modern British,1500,https://guide.michelin.com/gb/en/lancashire/fence/restaurant/white-swan,1
Tyddyn Llan,2019,52.92405,-3.44329,Llandrillo,United Kingdom,LL21 OST,Classic cuisine,1500,https://guide.michelin.com/gb/en/denbighshire/llandrillo/restaurant/tyddyn-llan,1
Ynyshir,2019,52.54476,-3.94491,Machynlleth,United Kingdom,SY20 8TA,Creative,1500,https://guide.michelin.com/gb/en/ceredigion/machynlleth/restaurant/ynyshir,1
Black Swan,2019,54.21205,-1.1879199,Oldstead,United Kingdom,YO61 4BL,Modern British,1500,https://guide.michelin.com/gb/en/north-yorkshire/oldstead/restaurant/black-swan,1
Simon Radley at Chester Grosvenor,2019,53.19064,-2.88913,Chester,United Kingdom,CH1 1LT,Modern cuisine,1500,https://guide.michelin.com/gb/en/cheshire-west-and-chester/chester/restaurant/simon-radley-at-chester-grosvenor,1
Star Inn at Harome,2019,54.23101,-1.01023,Harome,United Kingdom,YO62 5JE,Modern British,1500,https://guide.michelin.com/gb/en/north-yorkshire/harome/restaurant/star-inn-at-harome,1
The Man Behind The Curtain,2019,53.798286,-1.539937,Leeds,United Kingdom,LS1 7JH,Creative,1500,https://guide.michelin.com/gb/en/kent/leeds/restaurant/the-man-behind-the-curtain,1
The Checkers,2019,52.55568,-3.13769,Montgomery/Trefaldwyn,United Kingdom,SY15 6PN,French,1500,https://guide.michelin.com/gb/en/powys/montgomery-trefaldwyn/restaurant/the-checkers,1
Pipe and Glass,2019,53.8955,-0.53301,South Dalton,United Kingdom,HU17 7PN,Modern British,1500,https://guide.michelin.com/gb/en/east-riding-of-yorkshire/south-dalton/restaurant/pipe-and-glass,1
Fischer's at Baslow Hall,2019,53.25055,-1.6269798,Baslow,United Kingdom,DE45 1RR,Modern cuisine,1500,https://guide.michelin.com/gb/en/derbyshire/baslow/restaurant/fischer-s-at-baslow-hall,1
Winteringham Fields,2019,53.68778,-0.59013,Winteringham,United Kingdom,DN15 9ND,Modern cuisine,1500,https://guide.michelin.com/gb/en/north-lincolnshire/winteringham/restaurant/winteringham-fields,1
Thomas Carr @ The Olive Room,2019,51.209476,-4.118807,Ilfracombe,United Kingdom,EX34 9DJ,Seafood,1500,https://guide.michelin.com/gb/en/devon/ilfracombe/restaurant/thomas-carr-the-olive-room,1
Walnut Tree,2019,51.84534,-2.95438,Llanddewi Skirrid,United Kingdom,NP7 8AW,Modern British,1500,https://guide.michelin.com/gb/en/monmouthshire/llanddewi-skirrid/restaurant/walnut-tree,1
Paul Ainsworth at No.6,2019,50.541534,-4.9398518,Padstow,United Kingdom,PL28 8AP,Modern cuisine,1500,https://guide.michelin.com/gb/en/cornwall/padstow/restaurant/paul-ainsworth-at-no-6,1
Simpsons,2019,52.46925,-1.9238801,Birmingham,United Kingdom,B15 3DU,Modern cuisine,1500,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/simpsons,1
Purnell's,2019,52.48268,-1.9018,Birmingham,United Kingdom,B3 2DH,Modern cuisine,1500,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/purnell-s,1
Adam's,2019,52.47964,-1.900286,Birmingham,United Kingdom,B2 5UG,Modern cuisine,1500,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/adam-s,1
Outlaw's Fish Kitchen,2019,50.59206,-4.832,Port Isaac,United Kingdom,PL29 3RH,Seafood,1500,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/outlaw-s-fish-kitchen,1
Carters of Moseley,2019,52.44588,-1.88384,Birmingham,United Kingdom,B13 9EZ,Modern British,1500,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/carters-of-moseley,1
Peel's,2019,52.4259,-1.70536,Hampton in Arden,United Kingdom,B92 ODQ,Creative British,1500,https://guide.michelin.com/gb/en/west-midlands/hampton-in-arden/restaurant/peel-s,1
John's House,2019,52.73295,-1.145851,Mountsorrel,United Kingdom,LE12 7AR,Modern cuisine,1500,https://guide.michelin.com/gb/en/leicestershire/mountsorrel/restaurant/john-s-house,1
The Whitebrook,2019,51.759697,-2.686909,Whitebrook,United Kingdom,NP25 4TX,Modern British,1500,https://guide.michelin.com/gb/en/monmouthshire/whitebrook/restaurant/the-whitebrook,1
James Sommerin,2019,51.434387,-3.167951,Penarth,United Kingdom,CF64 3AU,Modern cuisine,1500,https://guide.michelin.com/gb/en/the-vale-of-glamorgan/penarth/restaurant/james-sommerin,1
Driftwood,2019,50.1889,-4.97088,Portscatho,United Kingdom,TR2 5EW,Modern cuisine,1500,https://guide.michelin.com/gb/en/cornwall/portscatho/restaurant/driftwood,1
The Cross at Kenilworth,2019,52.350315,-1.5801147,Kenilworth,United Kingdom,CV8 2EZ,Classic cuisine,1500,https://guide.michelin.com/gb/en/warwickshire/kenilworth/restaurant/the-cross-at-kenilworth,1
Masons Arms,2019,50.99547,-3.67163,Knowstone,United Kingdom,EX36 4RY,Classic French,1500,https://guide.michelin.com/gb/en/devon/knowstone/restaurant/masons-arms,1
Salt,2019,52.18963,-1.7092043,Stratford-upon-Avon,United Kingdom,CV37 6HB,Modern British,1500,https://guide.michelin.com/gb/en/warwickshire/stratford-upon-avon/restaurant/salt522869,1
Le Champignon Sauvage,2019,51.89146,-2.07912,Cheltenham,United Kingdom,GL50 2AQ,Modern cuisine,1500,https://guide.michelin.com/gb/en/gloucestershire/cheltenham/restaurant/le-champignon-sauvage,1
Gidleigh Park,2019,50.67658,-3.87354,Chagford,United Kingdom,TQ13 8HH,Modern cuisine,1500,https://guide.michelin.com/gb/en/devon/chagford/restaurant/gidleigh-park,1
Hambleton Hall,2019,52.65737,-0.66812,Upper Hambleton,United Kingdom,LE15 8TH,Classic cuisine,1500,https://guide.michelin.com/gb/en/rutland/upper-hambleton/restaurant/hambleton-hall,1
wilks,2019,51.46737,-2.6069899,Bristol,United Kingdom,BS6 6PG,Modern British,1500,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/wilks,1
Bulrush,2019,51.46278,-2.597758,Bristol,United Kingdom,BS6 5TZ,Modern British,1500,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/bulrush,1
Casamia,2019,51.447254,-2.5940728,Bristol,United Kingdom,BS1 6FU,Creative,1500,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/casamia,1
Paco Tapas,2019,51.44647,-2.59358,Bristol,United Kingdom,BS1 6FU,Spanish,1500,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/paco-tapas,1
Pony & Trap,2019,51.34938,-2.5925994,Chew Magna,United Kingdom,BS40 8TQ,Modern British,1500,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/chew-magna/restaurant/pony-trap,1
The Dining Room,2019,51.58376,-2.14954,Malmesbury,United Kingdom,SN16 0RB,Asian influences,1500,https://guide.michelin.com/gb/en/wiltshire/malmesbury/restaurant/the-dining-room193454,1
Bybrook,2019,51.49382,-2.23212,Castle Combe,United Kingdom,SN14 7HR,Modern British,1500,https://guide.michelin.com/gb/en/wiltshire/castle-combe/restaurant/bybrook,1
Restaurant Hywel Jones by Lucknam Park,2019,51.45502,-2.25941,Colerne,United Kingdom,SN14 8AZ,Modern British,1500,https://guide.michelin.com/gb/en/wiltshire/colerne/restaurant/restaurant-hywel-jones-by-lucknam-park,1
Olive Tree,2019,51.38707,-2.3627,Bath,United Kingdom,BA1 2QF,Modern cuisine,1500,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/bath/restaurant/olive-tree,1
Lympstone Manor,2019,50.64069,-3.4186063,Lympstone,United Kingdom,EX8 3NZ,Modern cuisine,1500,https://guide.michelin.com/gb/en/devon/lympstone/restaurant/lympstone-manor,1
The Neptune,2019,52.9511,0.50927,Hunstanton,United Kingdom,PE36 6HZ,Modern cuisine,1500,https://guide.michelin.com/gb/en/norfolk/hunstanton/restaurant/the-neptune,1
Elephant,2019,50.45853,-3.52438,Torquay,United Kingdom,TQ1 2BH,Modern British,1500,https://guide.michelin.com/gb/en/torbay/torquay/restaurant/elephant,1
Oxford Kitchen,2019,51.776733,-1.264794,Oxford,United Kingdom,OX2 7HQ,Modern British,1500,https://guide.michelin.com/gb/en/oxfordshire/oxford/restaurant/oxford-kitchen,1
Nut Tree,2019,51.83618,-1.1499,Murcott,United Kingdom,OX5 2RE,Traditional British,1500,https://guide.michelin.com/gb/en/oxfordshire/murcott/restaurant/nut-tree,1
Morston Hall,2019,52.95473,0.98729,Morston,United Kingdom,NR25 7AA,Modern British,1500,https://guide.michelin.com/gb/en/norfolk/morston/restaurant/morston-hall,1
Red Lion Freehouse,2019,51.2736,-1.8007996,East Chisenbury,United Kingdom,SN9 6AQ,Classic cuisine,1500,https://guide.michelin.com/gb/en/wiltshire/east-chisenbury/restaurant/red-lion-freehouse,1
Blackbird,2019,51.420887,-1.3493549,Newbury,United Kingdom,RG20 8AQ,Classic cuisine,1500,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/blackbird552018,1
Woodspeen,2019,51.415802,-1.353532,Newbury,United Kingdom,RG20 8BN,Modern cuisine,1500,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/woodspeen,1
The Coach,2019,51.571712,-0.7772678,Marlow,United Kingdom,SL7 2LS,Modern British,1500,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/the-coach,1
Crown,2019,51.524807,-0.7915291,Burchett's Green,United Kingdom,SL6 6QZ,Regional cuisine,1500,https://guide.michelin.com/gb/en/windsor-and-maidenhead/burchett-s-green/restaurant/crown442549,1
L'Ortolan,2019,51.40833,-0.9542898,Shinfield,United Kingdom,RG2 9BY,French,1500,https://guide.michelin.com/gb/en/wokingham/shinfield/restaurant/l-ortolan,1
Hinds Head,2019,51.51265,-0.69641,Bray,United Kingdom,SL6 2AB,Traditional British,1500,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/hinds-head,1
Black Rat,2019,51.05796,-1.3069497,Winchester,United Kingdom,SO23 0HX,Modern cuisine,1500,https://guide.michelin.com/gb/en/hampshire/winchester/restaurant/black-rat,1
Matt Worswick at The Latymer,2019,51.35764,-0.7086128,Bagshot,United Kingdom,GU19 5EU,Modern cuisine,1500,https://guide.michelin.com/gb/en/surrey/bagshot/restaurant/matt-worswick-at-the-latymer,1
Coworth Park,2019,51.40463,-0.616715,Ascot,United Kingdom,SL5 7SE,Modern cuisine,1500,https://guide.michelin.com/gb/en/windsor-and-maidenhead/ascot/restaurant/coworth-park,1
Tudor Room,2019,51.41759,-0.545847,Egham,United Kingdom,TW20 9UR,Modern cuisine,1500,https://guide.michelin.com/gb/en/surrey/egham/restaurant/tudor-room,1
The Glasshouse,2019,51.4771,-0.28574,Kew,United Kingdom,TW9 3PZ,Modern cuisine,1500,https://guide.michelin.com/gb/en/greater-london/kew/restaurant/the-glasshouse,1
La Trompette,2019,51.49222,-0.25619,Chiswick,United Kingdom,W4 2EU,Modern British,1500,https://guide.michelin.com/gb/en/greater-london/chiswick/restaurant/la-trompette,1
Tim Allen's Flitch of Bacon,2019,51.86747,0.404134,Little Dunmow,United Kingdom,CM6 3HT,Modern British,1500,https://guide.michelin.com/gb/en/essex/little-dunmow/restaurant/tim-allen-s-flitch-of-bacon,1
River Café,2019,51.48395,-0.22423,Hammersmith,United Kingdom,W6 9HA,Italian,1500,https://guide.michelin.com/gb/en/greater-london/hammersmith/restaurant/river-cafe,1
Kitchen W8,2019,51.49918,-0.19692,Kensington,United Kingdom,W8 6AH,Modern cuisine,1500,https://guide.michelin.com/gb/en/greater-london/kensington/restaurant/kitchen-w8,1
